Target Distance: 50, Step Size: 2
1429: x, y: 22.3305, 0

1430: x, y: 22.2259, 0

1431: x, y: 22.0515, 0

1432: x, y: 22.6363, 0

1433: x, y: 24.5769, 0

1434: x, y: 25.8082, 0

1435: x, y: 25.2906, 0

1436: x, y: 26.7048, 0

1437: x, y: 28.5842, 0

1438: x, y: 26.5845, 0

1439: x, y: 28.3821, 0

1440: x, y: 30.1796, 0

1441: x, y: 30.0401, 0

1442: x, y: 31.3257, 0

1443: x, y: 30.0944, 0

1444: x, y: 31.2415, 0

1445: x, y: 32.6055, 0

1446: x, y: 32.5009, 0

1447: x, y: 34.197, 0

1448: x, y: 35.6112, 0

1449: x, y: 37.1206, 0

1450: x, y: 37.1206, 0

1451: x, y: 37.9341, 0

1452: x, y: 37.8643, 0

1453: x, y: 38.8339, 0

1454: x, y: 39.0429, 0

1455: x, y: 40.9917, 0

1456: x, y: 42.9613, 0

1457: x, y: 42.9264, 0

1458: x, y: 41.0138, 0

1459: x, y: 39.1227, 0

1460: x, y: 38.2148, 0

1461: x, y: 36.6605, 0

1462: x, y: 38.6011, 0

1463: x, y: 37.1869, 0

1464: x, y: 38.7841, 0

1465: x, y: 40.5967, 0

1466: x, y: 38.7424, 0

1467: x, y: 37.7424, 0

1468: x, y: 39.4197, 0

1469: x, y: 41.3516, 0

1470: x, y: 42.47, 0

1471: x, y: 42.2262, 0

1472: x, y: 44.1283, 0

1473: x, y: 44.3026, 0

1474: x, y: 43.2726, 0

1475: x, y: 42.0689, 0

1476: x, y: 44.0689, 0

1477: x, y: 46.0385, 0

1478: x, y: 47.1278, 0

1479: x, y: 48.542, 0

1480: x, y: 50.0741, 0

After 1480 steps, the subject has the following location:
x, y: 50.0741, 0

 or
mag, ang: 50.0741, 0

Average outward distance per step = 0.0338339

